Booking date,Batch Name,Destination,Lead time Value,Event Type Value,Nights,NvcrAccountName,NvcrPrimarySupplier
10-Oct-18,LM_RM_BCN_UKTR,BCN,Immediate Arrivals(+3) ,Free,3,REVTRUK,Hotelbeds
10-Oct-18,RM_FLR_ES,FLR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_FLR_UKTR,FLR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_DBV_UK,DBV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
10-Oct-18,RM_DBV_UKTR,DBV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
10-Oct-18,RM_PUY_UK,PUY,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,,
10-Oct-18,RM_PUY_UKTR,PUY,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,REVTRUK,Hotelbeds
10-Oct-18,RM_SPU_UK,SPU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
10-Oct-18,RM_SPU_UKTR,SPU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
10-Oct-18,RM_CNG_UK,CNG,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_CFU_UK,CFU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_CFU_UKTR,CFU,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_HLK_UK,HLK,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_HLK_UKTR,HLK,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_ION_UKTR,ION,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_MKS_UK,MKS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_MKS_UKTR,MKS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_PEL_UK,PEL,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SKI_UK,SKI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_SKI_UKTR,SKI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_THS_UK,THS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
10-Oct-18,RM_THS_UKTR,THS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,REVTRUK,Hotelbeds
10-Oct-18,RM_ZTE_UK,ZTE,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_ZTE_UKTR,ZTE,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_LIS_ES,LIS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_LIS_UKTR,LIS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_OPO_ES,OPO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_OPO_UKTR,OPO,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_PA_UKTR,PA,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_KSS_UK,KSS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_RNP_UK,RNP,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_RNP_UKTR,RNP,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_NAP_UK,NAP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_NAP_UKTR,NAP,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_NSR_ES,NSR,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,,
10-Oct-18,RM_SIC_ES,SIC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_LEI_ES,LEI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
10-Oct-18,RM_LEI_UKTR,LEI,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
10-Oct-18,RM_OVD_ES,OVD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_OVD_UKTR,OVD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_LUZ_ES,LUZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_LUZ_UKTR,LUZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_GRX_UK,GRX,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_GRX_UKTR,GRX,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_MAL_ES,MAL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_MAL_UKTR,MAL,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_SVQ_ES,SVQ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_SVQ_UKTR,SVQ,Early Booking(+180)/Immediate Arrivals(+3)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Free/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
10-Oct-18,RM_ANK_ES,ANK,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
10-Oct-18,RM_AYT_UK,AYT,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_AYT_UKTR,AYT,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_BJV_UK,BJV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
10-Oct-18,RM_BJV_UKTR,BJV,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_FET_UKTR,FET,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_IGL_DE,IGL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
10-Oct-18,RM_IGL_UKTR,IGL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
10-Oct-18,RM_ADB_UKTR,ADB,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
10-Oct-18,RM_DLM_UKTR,DLM,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
11-Oct-18,RM_ACA_MX,ACA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_IXT_MX,IXT,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_MER_MX,MER,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_CG_US,CG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BF_US,BF,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_NI_US,NI,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_OT_US,OT,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_QU_US,QU,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BC_US,BC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BUE_UK,BUE,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_CHS_US,CHS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_COI_US,COI,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_MYR_US,MYR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_GCN_US,GCN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
11-Oct-18,RM_SLC_US,SLC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_SGU_US,SGU,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_GAN_CR,GAN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BRU_ES,BRU,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_AMS_ES,AMS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_AMS_UK,AMS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_GDN_DE,GDN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_KRK_ES,KRK,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_WAW_UK,WAW,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BOJ_UKTR,BOJ,Early Booking(+180)/Last Minute(+7)/Very Early Booking(+270) ,Fixed/Fixed/Very Fixed,7,REVTRUK,Hotelbeds
11-Oct-18,RM_SOF_UK,SOF,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_SOF_UKTR,SOF,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_VAR_UKTR,VAR,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
11-Oct-18,RM_VAR_UK,VAR,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,7,,
11-Oct-18,RM_CPH_ES,CPH,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_CPH_UK,CPH,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_CPH_UKTR,CPH,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_TLL_UK,TLL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_TLL_UKTR,TLL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_HEL_UK,HEL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_HEL_UKTR,HEL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_RIX_UK,RIX,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_OSL_ES,OSL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_OSL_UKTR,OSL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_BUH_UK,BUH,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_MOW_UK,MOW,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_LED_UK,LED,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,4,,
11-Oct-18,RM_STO_UK,STO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_STO_UKTR,STO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_ARA_ES,ARA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_SAY_ES,SAY,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BLQ_ES,BLQ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_GOA_ES,GOA,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_LG_UKTR,LG,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_RMI_DE,RMI,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,4,,
11-Oct-18,RM_TRN_ES,TRN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_VRN_ES,VRN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_SUL_PT,SUL,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,1,,
11-Oct-18,RM_SUL_UKTR,SUL,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,1,REVTRUK,Hotelbeds
11-Oct-18,RM_PDL_PT,PDL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,4,,
11-Oct-18,RM_PDL_UKTR,PDL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
11-Oct-18,RM_CEN_PT,CEN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,1,,
11-Oct-18,RM_COS_ES,COS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,,
11-Oct-18,RM_COS_UKTR,COS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_FNC_UK,FNC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,7,,
11-Oct-18,RM_FNC_UKTR,FNC,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,7,REVTRUK,Hotelbeds
11-Oct-18,RM_SSR_UKTR,SSR,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,5,REVTRUK,Hotelbeds
11-Oct-18,RM_CAZ_UKTR,CAZ,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
11-Oct-18,RM_CVA_UKTR,CVA,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_GRO_UKTR,GRO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_LMN_UKTR,LMN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,3,REVTRUK,Hotelbeds
11-Oct-18,RM_ZAZ_ES,ZAZ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_SCQ_ES,SCQ,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BRG_UKTR,BRG,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_CAD_ES,CAD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_CAD_UKTR,CAD,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_SDR_ES,SDR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_SDR_UKTR,SDR,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_ODB_ES,ODB,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_ODB_UKTR,ODB,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_LUS_ES,LUS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,,
11-Oct-18,RM_LUS_UKTR,LUS,Early Booking(+180)/Last Minute(+7)/Short Term(+30) ,Fixed/Fixed/Fixed,4,REVTRUK,Hotelbeds
11-Oct-18,RM_EAS_UKTR,EAS,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_JEN_UKTR,JEN,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_PNA_ES,PNA,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_VGO_ES,VGO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_SLM_UKTR,SLM,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_TOL_UKTR,TOL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_VLL_UKTR,VLL,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
11-Oct-18,RM_BIO_ES,BIO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,,
11-Oct-18,RM_BIO_UKTR,BIO,Early Booking(+180)/Last Minute(+7)/Medium Term(+93)/Short Term(+30) ,Fixed/Fixed/Fixed/Fixed,2,REVTRUK,Hotelbeds
